"name","springdist","distprev","elevation","elevationdiff","amenities","links"
" Sulphur Spring Trail ","0.7681E3","0.5E0","0.24E4","0.11E3"," None ",""
" Belfast Trail, Hickory Stand ","0.7699E3","0.18E1","0.265E4","0.25E3"," None ",""
" Sulphur Spring Trail ","0.7704E3","0.5E0","0.2588E4","-0.62E2"," None ",""
" Big Cove Branch ","0.7712E3","0.8E0","0.189E4","-0.698E3"," W ",""
" Matts Creek Shelter (pic) ","0.7731E3","0.19E1","0.835E3","-0.1055E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MattsCrk"">Matts Creek Shelter</a><a href=""http://maryland.sierraclub.org/HC/pictures/2008/04/20080419-jnf12.jpg"">pic</a>"
" campsite ","0.7739E3","0.8E0","0.7E3","-0.135E3"," C,W ",""
" James River foot bridge ","0.7751E3","0.12E1","0.678E3","-0.22E2"," None ","<a href=""http://www.panoramio.com/photo/18775990"">James River foot bridge</a>"
" US 501/VA 130 ","0.7753E3","0.2E0","0.68E3","0.2E1"," None ",""
" Lower Rocky Row Run bridge ","0.7754E3","0.1E0","0.67E3","-0.1E2"," W ",""
" Rocky Row Run ","0.7763E3","0.9E0","0.76E3","0.9E2"," C,W ","<a href=""http://maryland.sierraclub.org/hc/pictures/2008/04/20080419-jnf25.jpg"">Rocky Row Run</a>"
" VA 812/USFS 36 ","0.7764E3","0.1E0","0.825E3","0.65E2"," None ",""
" Johns Hollow Shelter (pic) ","0.777E3","0.6E0","0.102E4","0.195E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=JohnsHoll"">Johns Hollow Shelter</a><a href=""http://picasaweb.google.com/lh/photo/2lcNwiG8F813WNUk8iDECA"">pic</a>"
" Rocky Row Trail ","0.779E3","0.2E1","0.24E4","0.138E4"," None ","<a href=""http://maryland.sierraclub.org/hc/pictures/2008/04/20080419-jnf27.jpg"">Rocky Row Trail</a>"
" Fullers Rocks ","0.7791E3","0.1E0","0.2472E4","0.72E2"," None ","<a href=""http://www.flickr.com/photos/xrahy/2512701788/"">Fullers Rocks</a>"
" Big Rocky Row ","0.7801E3","0.1E1","0.2992E4","0.52E3"," None ","<a href=""http://picasaweb.google.com/crshortt/LittleRockyRowBigRockyRowVA#5342497679445678338"">Big Rocky Row</a>"
" Saddle Gap ","0.7816E3","0.15E1","0.26E4","-0.392E3"," None ",""
" Saltlog Gap ","0.7827E3","0.11E1","0.2573E4","-0.27E2"," None ","<a href=""http://picasaweb.google.com/jjs6791/ThePriestWildernessBackpackingTrip#5144820107730623858"">Saltlog Gap</a>"
" Bluff Mt. ","0.7842E3","0.15E1","0.3372E4","0.799E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_063.jpg"">Bluff Mt.</a>"
" Punchbowl Mt. ","0.7853E3","0.11E1","0.285E4","-0.522E3"," None ",""
" Punchbowl Shelter (pic) ","0.7858E3","0.5E0","0.25E4","-0.35E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Punchbowl"">Punchbowl Shelter</a><a href=""http://picasaweb.google.com/lh/photo/xRfhD-fqMOgJoynONmzUoQ"">pic</a>"
" Punchbowl Mt. Crossing, BRP ","0.7862E3","0.4E0","0.217E4","-0.33E3"," W ",""
" VA 607 (Robinson Gap Rd.) ","0.7865E3","0.3E0","0.21E4","-0.7E2"," None ",""
" Rice Mt. ","0.7884E3","0.19E1","0.2228E4","0.128E3"," None ",""
" USFS 39, Pedlar River ","0.7903E3","0.19E1","0.99E3","-0.1238E4"," None ","<a href=""http://www.flickr.com/photos/ideonexus/3776313923/in/set-72157621908814496/"">Pedlar River</a>"
" Pedlar Lake Rd. ","0.7933E3","0.3E1","0.1E4","0.1E2"," None ","<a href=""http://www.flickr.com/photos/ideonexus/3776263165/in/set-72157621908814496/"">Pedlar Lake Rd.</a>"
" Brown Mt. Creek Shelter (pic) ","0.7953E3","0.2E1","0.1395E4","0.395E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BrownMtn"">Brown Mt. Creek Shelter</a><a href=""http://jeckles.blogsome.com/images/BrownMountainCreekShelter.jpg"">pic</a>"
" US 60 ","0.7971E3","0.18E1","0.2065E4","0.67E3"," None ",""
" Bald Knob ","0.7999E3","0.28E1","0.4059E4","0.1994E4"," None ","<a href=""http://www.panoramio.com/photo/6642309"">Bald Knob</a>"
" Cow Camp Gap Shelter (pic) ","0.8009E3","0.1E1","0.316E4","-0.899E3"," S*,W* ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CowCamp"">Cow Camp Gap Shelter</a><a href=""http://outdoors.webshots.com/photo/1157660513047082781mkhCzB"">pic</a>"
" Cold Mt. ","0.8021E3","0.12E1","0.4022E4","0.862E3"," None ","<a href=""http://www.flickr.com/photos/gafoto/2745241388/"">Cold Mt.</a>"
" Hog Camp Gap, USFS 48 ","0.8034E3","0.13E1","0.3485E4","-0.537E3"," C,W ","<a href=""http://outdoors.webshots.com/photo/1157660708047082781QyzkRz"">Hog Camp Gap</a>"
" Tar Jacket Ridge ","0.8043E3","0.9E0","0.3847E4","0.362E3"," None ","<a href=""http://maryland.sierraclub.org/hc/pictures/2006/07/20060715-TarJacket.jpg"">Tar Jacket Ridge</a>"
" Salt Log Gap, USFS 63 ","0.8056E3","0.13E1","0.3257E4","-0.59E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/sKMi5brdOOwBNLvqfT4hGA"">Salt Log Gap</a>"
" USFS 246 ","0.8068E3","0.12E1","0.35E4","0.243E3"," None ",""
" Greasy Spring Rd. ","0.8073E3","0.5E0","0.36E4","0.1E3"," None ",""
" North Fork of Piney River ","0.8092E3","0.19E1","0.35E4","-0.1E3"," C,W ",""
" Elk Pond Branch ","0.8104E3","0.12E1","0.375E4","0.25E3"," C,W ",""
" Seeley-Woodworth Shelter (pic) ","0.8111E3","0.7E0","0.377E4","0.2E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SeeleyWoo"">Seeley-Woodworth Shelter</a><a href=""http://picasaweb.google.com/lh/photo/aRlS_2wPupMA-8DoKMEj_Q"">pic</a>"
" Porters Field ","0.8122E3","0.11E1","0.365E4","-0.12E3"," C,W ",""
" Spy Rock Rd. ","0.8134E3","0.12E1","0.3454E4","-0.196E3"," None ",""
" Spy Rock ","0.8139E3","0.5E0","0.368E4","0.226E3"," None ","<a href=""http://www.personal.psu.edu/sdb210/pictures/spy_rock.jpg"">Spy Rock</a>"
" Main Top Mt. ","0.8142E3","0.3E0","0.404E4","0.36E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/243195/maintop-mountain.html"">Main Top Mt.</a>"
" Cash Hollow Rock ","0.815E3","0.8E0","0.355E4","-0.49E3"," None ","<a href=""http://www.mtnlion.org/web_images/at2_066.jpg"">Cash Hollow Rock</a>"
" Cash Hollow Rd. ","0.8163E3","0.13E1","0.328E4","-0.27E3"," None ",""
" VA 826, Crabtree Falls Trail ","0.8171E3","0.8E0","0.335E4","0.7E2"," C,W ","<a href=""http://www.summitpost.org/parent/207534/crabtree-falls.html"">Crabtree Falls</a>"
" The Priest Shelter (pic) ","0.818E3","0.9E0","0.384E4","0.49E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=ThePriest"">The Priest Shelter</a><a href=""http://farm4.static.flickr.com/3074/3012650914_f7a49d63fb.jpg"">pic</a>"
" The Priest ","0.8185E3","0.5E0","0.4063E4","0.223E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/213382/the-priest.html"">The Priest</a>"
" Cripple Creek ","0.8215E3","0.3E1","0.18E4","-0.2263E4"," W ","<a href=""http://purebound.com/AT/virginia_central/cripple_creek_bridge.jpg"">Cripple Creek</a>"
" Tye River, VA 56 ","0.8228E3","0.13E1","0.97E3","-0.83E3"," C,W ","<a href=""http://www.flickr.com/photos/marklarson/662095474/in/set-72157600553114109/"">Tye River</a>"
" Mau-Har Trail ","0.8245E3","0.17E1","0.209E4","0.112E4"," None ",""
" Harpers Creek Shelter (pic) ","0.8255E3","0.1E1","0.18E4","-0.29E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HarpersCr"">Harpers Creek Shelter</a><a href=""http://www.panoramio.com/photo/8705408"">pic</a>"
" Chimney Rocks ","0.8275E3","0.2E1","0.319E4","0.139E4"," None ",""
" Three Ridges ","0.8288E3","0.13E1","0.387E4","0.68E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/271355/three-ridges.html"">Three Ridges</a>"
" Hanging Rock Vista ","0.8297E3","0.9E0","0.375E4","-0.12E3"," None ",""
" Maupin Field Shelter (pic) ","0.8317E3","0.2E1","0.272E4","-0.103E4"," S,W,G*,L* ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MaupinFld"">Maupin Field Shelter</a><a href=""http://www.panoramio.com/photo/8691649"">pic</a>"
" Reeds Gap, VA 664 ","0.8334E3","0.17E1","0.265E4","-0.7E2"," None ","<a href=""http://www.hikingupward.com/GWNF/ThreeRidges/images/042107/P4210001.jpg"">Reeds Gap</a>"
" Three Ridges Overlook, BRP ","0.8339E3","0.5E0","0.27E4","0.5E2"," None ","<a href=""http://www.flickr.com/photos/oriolefan/1692908308/"">Three Ridges Overlook, BRP</a>"
" Cedar Cliffs ","0.8377E3","0.38E1","0.28E4","0.1E3"," None ","<a href=""http://www.hikingupward.com/GWNF/Wintergreen/images/040409/DSC05070.jpg"">Cedar Cliffs</a>"
" Dripping Rock Parking Area, BRP ","0.8382E3","0.5E0","0.295E4","0.15E3"," W ","<a href=""http://www.hikingupward.com/GWNF/Wintergreen/images/040409/DSC04946.jpg"">Dripping Rock Parking Area, BRP</a>"
" Humpback Mt. ","0.841E3","0.28E1","0.325E4","0.3E3"," None ",""
" Humpback Rocks side trail ","0.842E3","0.1E1","0.0","-0.325E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/154703/humpback-rocks.html"">Humpback Rocks</a>"
" Bear Spring ","0.8435E3","0.15E1","0.32E4","0.32E4"," W ",""
" Glass Hollow Overlook ","0.8457E3","0.22E1","0.275E4","-0.45E3"," None ","<a href=""http://www.flickr.com/photos/carobe/58617235/in/set-1267888/"">Glass Hollow Overlook</a>"
" Humpback Visitors Center trail ","0.846E3","0.3E0","0.215E4","-0.6E3"," W* ","<a href=""http://www.summitpost.org/image/127172/154703/-humpback-rocks-from-the.html"">Humpback Visitors Center</a>"
" Paul C. Wolfe Shelter (pic) ","0.8475E3","0.15E1","0.17E4","-0.45E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PaulCWo"">Paul C. Wolfe Shelter</a><a href=""http://picasaweb.google.com/lh/photo/wOEkph-GCrQ1WOstKrsGRA"">pic</a>"
" Rockfish Gap, I-64 ","0.8525E3","0.5E1","0.1902E4","0.202E3"," L,R,G ","<a href=""http://en.wikipedia.org/wiki/File:Rockfish_Gap_November_2009.jpg"">Rockfish Gap</a>"
" Skyline Drive (SD) ","0.8527E3","0.2E0","0.1902E4","0.0"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive (SD)</a>"
" Shenandoah NP kiosk ","0.8532E3","0.5E0","0.22E4","0.298E3"," None ",""
" McCormick Gap, SD ","0.8561E3","0.29E1","0.245E4","0.25E3"," None ","<a href=""http://www.panoramio.com/photo/15200542"">McCormick Gap, SD</a>"
" Bear Den Mt. ","0.8574E3","0.13E1","0.2885E4","0.435E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/238499/bear-den-mountain.html"">Bear Den Mt.</a>"
" Beagle Gap, SD ","0.8579E3","0.5E0","0.255E4","-0.335E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/L08hR283KlkvZodt_Ig_yw"">Beagle Gap, SD</a>"
" Calf Mt. Shelter (pic) ","0.8594E3","0.15E1","0.27E4","0.15E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CalfMtn"">Calf Mt. Shelter</a><a href=""http://farm4.static.flickr.com/3018/3090370947_f28095eb0b.jpg?v=0"">pic</a>"
" spring ","0.86E3","0.6E0","0.22E4","-0.5E3"," W ",""
" Shenandoah NP south boundary ","0.8604E3","0.4E0","0.225E4","0.5E2"," None ","<a href=""http://www.nps.gov/SHEN/index.htm"">Shenandoah NP</a>"
" spring ","0.8606E3","0.2E0","0.215E4","-0.1E3"," W ",""
" Sawmill Run Overlook, SD ","0.8622E3","0.16E1","0.22E4","0.5E2"," None ","<a href=""http://www.panoramio.com/photo/15200564"">Sawmill Run Overlook, SD</a>"
" Turk Gap, SD ","0.8638E3","0.16E1","0.26E4","0.4E3"," None ","<a href=""http://www.hikingupward.com/SNP/TurkMountain/images/122308/DSC04425.jpg"">Turk Gap, SD</a>"
" Skyline Drive mp 92.4 ","0.8658E3","0.2E1","0.31E4","0.5E3"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Skyline Drive mp 88.9 ","0.8699E3","0.41E1","0.235E4","-0.75E3"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Blackrock Gap, SD ","0.8719E3","0.2E1","0.2321E4","-0.29E2"," None ",""
" Blackrock Hut (pic) ","0.8724E3","0.5E0","0.2645E4","0.324E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Blackrock"">Blackrock Hut</a><a href=""http://picasaweb.google.com/lh/photo/pGF8_idLxa1kWgThwWsZTg"">pic</a>"
" Blackrock ","0.873E3","0.6E0","0.31E4","0.455E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/154137/blackrock.html"">Blackrock</a>"
" Skyline Drive mp 84.3 ","0.874E3","0.1E1","0.28E4","-0.3E3"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Browns Gap, SD ","0.8755E3","0.15E1","0.26E4","-0.2E3"," None ","<a href=""http://www.hikingupward.com/SNP/AustinFurnaceMountains/images/062108/P6210001.jpg"">Browns Gap, SD</a>"
" Skyline Drive mp 82.2 ","0.8764E3","0.9E0","0.28E4","0.2E3"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Doyles River Overlook, SD ","0.8768E3","0.4E0","0.28E4","0.0"," None ","<a href=""http://picasaweb.google.com/lh/photo/83Fo9RGoWk5-FPCZV7yixA"">Doyles River Overlook, SD</a>"
" Doyles River Cabin, SD ","0.8777E3","0.9E0","0.29E4","0.1E3"," W ","<a href=""http://www.flickr.com/photos/ryaninva/3044280075/"">Doyles River Cabin, SD</a>"
" Loft Mt. Campground ","0.8798E3","0.21E1","0.33E4","0.4E3"," C,G,Cl,Sh,R* ","<a href=""http://www.nps.gov/shen/planyourvisit/campgrounds.htm"">Loft Mt. Campground</a>"
" Frazier Discovery Trail ","0.8809E3","0.11E1","0.295E4","-0.35E3"," R ","<a href=""http://picasaweb.google.com/lh/photo/62EunpClhSJ-3KgL-3xCog"">Frazier Discovery Trail</a>"
" Loft Mt. ","0.8816E3","0.7E0","0.32E4","0.25E3"," None ","<a href=""http://www.summitpost.org/image/313578/239448/at-near-loft-mtn.html"">Loft Mt.</a>"
" spring ","0.8819E3","0.3E0","0.295E4","-0.25E3"," W ",""
" Ivy Creek Overlook, SD ","0.884E3","0.21E1","0.28E4","-0.15E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/oPelp_-v1LBko7IRHjIPig"">Ivy Creek Overlook, SD</a>"
" Pinefield Hut (pic) ","0.8856E3","0.16E1","0.243E4","-0.37E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Pinefield"">Pinefield Hut</a><a href=""http://www.swarpa.net/~danforth/graphics/pinefield2000.jpg"">pic</a>"
" Pinefield Gap, SD ","0.8858E3","0.2E0","0.259E4","0.16E3"," None ",""
" Simmons Gap, SD ","0.8877E3","0.19E1","0.225E4","-0.34E3"," W ",""
" Powell Gap, SD ","0.891E3","0.33E1","0.2294E4","0.44E2"," None ","<a href=""http://www.flickr.com/photos/broken_images/1545844379/"">Powell Gap, SD</a>"
" Little Roundtop Mt. ","0.8914E3","0.4E0","0.27E4","0.406E3"," None ","<a href=""http://walkingnorth.files.wordpress.com/2008/07/img_1854-e-medium2.jpg"">Little Roundtop Mt.</a>"
" Smith Roach Gap, SD ","0.8926E3","0.12E1","0.26E4","-0.1E3"," None ","<a href=""http://www.flickr.com/photos/rasudduth/2969838385/"">Smith Roach Gap, SD</a>"
" Hightop Hut (pic) ","0.8938E3","0.12E1","0.3175E4","0.575E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Hightop"">Hightop Hut</a><a href=""http://farm3.static.flickr.com/2043/2179453942_d14a7450b9.jpg?v=0"">pic</a>"
" spring ","0.8943E3","0.5E0","0.345E4","0.275E3"," W ",""
" Hightop ","0.8944E3","0.1E0","0.3587E4","0.137E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153448/hightop.html"">Hightop</a>"
" Skyline Drive mp 66.7 ","0.8959E3","0.15E1","0.265E4","-0.937E3"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Swift Run Gap, SD ","0.8972E3","0.13E1","0.2367E4","-0.283E3"," None ",""
" South River Picnic Grounds ","0.9002E3","0.3E1","0.32E4","0.833E3"," W ",""
" Pocosin Cabin ","0.9036E3","0.34E1","0.315E4","-0.5E2"," W ","<a href=""http://outdoors.webshots.com/photo/1169956179032516913YVijXT"">Pocosin Cabin</a>"
" spring ","0.9037E3","0.1E0","0.31E4","-0.5E2"," W ",""
" Lewis Mt. Campground ","0.9055E3","0.18E1","0.35E4","0.4E3"," C,L,G,Cl,Sh ","<a href=""http://www.nps.gov/shen/planyourvisit/campgrounds.htm"">Lewis Mt. Campground</a>"
" Bearfence Mt. Hut (pic) ","0.9062E3","0.7E0","0.311E4","-0.39E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Bearfence"">Bearfence Mt. Hut</a><a href=""http://www.swarpa.net/~danforth/graphics/bearfence.jpg"">pic</a>"
" Bootens Gap, SD ","0.9088E3","0.26E1","0.3243E4","0.133E3"," None ",""
" Hazeltop ","0.9097E3","0.9E0","0.3812E4","0.569E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152777/hazeltop.html"">Hazeltop</a>"
" Milam Gap, SD ","0.9116E3","0.19E1","0.33E4","-0.512E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/wopqwdCXMyEwfV3jWMEqKg"">Milam Gap, SD</a>"
" spring ","0.9125E3","0.9E0","0.338E4","0.8E2"," W ",""
" Big Meadows Wayside ","0.9133E3","0.8E0","0.339E4","0.1E2"," R,G ","<a href=""http://www.summitpost.org/mountain/rock/230710/blackrock-big-meadows.html"">Big Meadows</a>"
" Big Meadows Lodge ","0.9142E3","0.9E0","0.35E4","0.11E3"," C,L,R,Cl,Sh,G*  ","<a href=""http://www.visitshenandoah.com/"">Big Meadows Lodge</a>"
" David Spring ","0.9148E3","0.6E0","0.349E4","-0.1E2"," W ",""
" Fishers Gap, SD ","0.9158E3","0.1E1","0.305E4","-0.44E3"," None ","<a href=""http://travel.webshots.com/photo/1038857789035359189OUqKNZ"">Fishers Gap, SD</a>"
" Rock Spring Hut (pic) ","0.9177E3","0.19E1","0.3465E4","0.415E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=RockSpr"">Rock Spring Hut</a><a href=""http://farm1.static.flickr.com/23/25885700_9d6f2964fc.jpg"">pic</a>"
" Hawksbill Trail ","0.918E3","0.3E0","0.36E4","0.135E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151584/hawksbill.html"">Hawksbill</a>"
" Hawksbill Gap, SD ","0.919E3","0.1E1","0.3361E4","-0.239E3"," None ","<a href=""http://www.flickr.com/photos/82906348@N00/44899913"">Hawksbill Gap, SD</a>"
" Crescent Rock Overlook, SD ","0.9194E3","0.4E0","0.345E4","0.89E2"," None ","<a href=""http://www.flickr.com/photos/jmhouse/1600555101"">Crescent Rock Overlook, SD</a>"
" Skyland Service Rd. (south) ","0.9215E3","0.21E1","0.355E4","0.1E3"," None ",""
" Skyland Service Rd. (north) ","0.9223E3","0.8E0","0.379E4","0.24E3"," L,R ","<a href=""http://www.visitshenandoah.com/"">Skyland</a>"
" Stony Man Summit Trail ","0.9227E3","0.4E0","0.3847E4","0.57E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/151574/stony-man.html"">Stony Man</a>"
" Hughes River Gap, SD ","0.9243E3","0.16E1","0.3097E4","-0.75E3"," W ","<a href=""http://www.panoramio.com/photo/4502404"">Hughes River Gap, SD</a>"
" Pinnacles Picnic Ground ","0.9265E3","0.22E1","0.339E4","0.293E3"," W ",""
" Jewell Hollow Overlook, SD ","0.9266E3","0.1E0","0.335E4","-0.4E2"," None ","<a href=""http://travel.webshots.com/photo/1200195247057309012bRdUGU"">Jewell Hollow Overlook, SD</a>"
" The Pinnacle ","0.9276E3","0.1E1","0.373E4","0.38E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153912/the-pinnacle.html"">The Pinnacle</a>"
" Byrds Nest #3 Hut (pic) ","0.9286E3","0.1E1","0.329E4","-0.44E3"," S,C,W ","<a href=""http://picasaweb.google.com/lh/photo/dTYlnKxFLm_p4htMwTBD0w"">Byrds Nest #3 Hut</a><a href=""http://picasaweb.google.com/lh/photo/dTYlnKxFLm_p4htMwTBD0w"">pic</a>"
" Meadow Spring ","0.9293E3","0.7E0","0.31E4","-0.19E3"," W ","<a href=""http://www.summitpost.org/route/397514/Meadow-Spring-Trail-to-App-Trail.html"">Meadow Spring</a>"
" Marys Rock ","0.9299E3","0.6E0","0.3514E4","0.414E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151984/mary-s-rock.html"">Marys Rock</a>"
" Thornton Gap, SD ","0.9318E3","0.19E1","0.2307E4","-0.1207E4"," W ",""
" Pass Mt. Hut (pic) ","0.933E3","0.12E1","0.269E4","0.383E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PassMtn"">Pass Mt. Hut</a><a href=""http://travel.webshots.com/photo/1346736299064885361oKmfwx"">pic</a>"
" Pass Mt. ","0.9338E3","0.8E0","0.3052E4","0.362E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153252/pass-mountain.html"">Pass Mt.</a>"
" Beahms Gap, SD ","0.9351E3","0.13E1","0.249E4","-0.562E3"," None ","<a href=""http://z.about.com/d/forestry/1/0/3/l/Skyline_Beahms_Gap.jpg"">Beahms Gap, SD</a>"
" Skyline Drive mp 28.5 ","0.9352E3","0.1E0","0.249E4","0.0"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive mp 28.5</a>"
" Byrds Nest #4 Picnic Shelter ","0.9353E3","0.1E0","0.26E4","0.11E3"," None ",""
" spring ","0.9399E3","0.46E1","0.26E4","0.0"," W ",""
" Elkwallow Wayside, SD ","0.9404E3","0.5E0","0.248E4","-0.12E3"," R,G ","<a href=""http://picasaweb.google.com/lh/photo/oz3HH7yXoM0-kKGBbh2v-A"">Elkwallow Wayside, SD</a>"
" Range View Cabin ","0.9412E3","0.8E0","0.295E4","0.47E3"," W ","<a href=""http://i.pbase.com/g6/07/684007/2/84339843.cBIoL4nh.jpg"">Range View Cabin</a>"
" Rattlesnake Point Overlook, SD ","0.9419E3","0.7E0","0.31E4","0.15E3"," None ","<a href=""http://farm2.static.flickr.com/1236/1418923608_d33e64aa5a.jpg"">Rattlesnake Point Overlook, SD</a>"
" Tuscarora Trail ","0.9425E3","0.6E0","0.34E4","0.3E3"," C* ",""
" Skyline Drive mp 21.1 ","0.9429E3","0.4E0","0.335E4","-0.5E2"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Hogback Third Peak ","0.9431E3","0.2E0","0.34E4","0.5E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/152414/hogback-mountain.html"">Hogback Third Peak</a>"
" Skyline Drive mp 20.8 ","0.9432E3","0.1E0","0.335E4","-0.5E2"," None ","<a href=""http://www.nps.gov/shen/planyourvisit/driving-skyline-drive.htm"">Skyline Drive</a>"
" Hogback Second Peak ","0.9434E3","0.2E0","0.3475E4","0.125E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152414/hogback-mountain.html"">Hogback Second Peak</a>"
" spring ","0.9436E3","0.2E0","0.325E4","-0.225E3"," W ",""
" Hogback First Peak ","0.9437E3","0.1E0","0.339E4","0.14E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152414/hogback-mountain.html"">Hogback First Peak</a>"
" Little Hogback Overlook, SD ","0.9443E3","0.6E0","0.3E4","-0.39E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/sMYzisMc1WtNgNSmyNVYcA"">Little Hogback Overlook, SD</a>"
